"bbl","address","zipcode","unitsres","numfloors","latitude","longitude"
"4037270001","80-12 57 STREET","11385",1,2,40.6931546,-73.8975043
"4036170033","64-57 WOODBINE STREET","11385",2,2,40.708917,-73.8935521
"4026900105","59-59 56 DRIVE","11378",4,2,40.7240463,-73.9064473
"4028200165","71-16 58 ROAD","11378",3,3,40.7253764,-73.8896799
"4033990034","1888 HART STREET","11385",2,2,40.7098786,-73.914399
"4035850028","75-49 60 LANE","11385",2,2,40.6971866,-73.8943678
"4035980021","74-27 64 PLACE","11385",2,2,40.6995522,-73.891039
"4025550026","48-23 54 AVENUE","11378",1,1,40.7308318,-73.9178034
"4035770021","1828 NORMAN STREET","11385",2,2,40.6988708,-73.8992338
"4034170097","1736 STARR STREET","11385",2,2,40.7089047,-73.9189342
"4034410001","1712 GROVE STREET","11385",3,3,40.7029563,-73.9107472
"4034790056","1925 WOODBINE STREET","11385",3,2,40.7051772,-73.9044468
"4035200004","63-19 60 PLACE","11385",2,2,40.7107502,-73.9025055
"4035230011","63-43 60 PLACE","11385",2,2,40.7102394,-73.9022429
"4035770042","1841 SUMMERFIELD STREET","11385",3,2,40.6990075,-73.8986422
"4025060089","53-76 72 PLACE","11378",2,0,40.7291082,-73.8914308
"4035420010","11-03 IRVING AVENUE","11385",4,2,40.6929098,-73.903177
"4035510086","1647 GEORGE STREET","11385",2,2,40.69714,-73.9038345
"4036320140","69-47 64 STREET","11385",2,2,40.7031114,-73.8930601
"4036560025","70-36 68 PLACE","11385",2,2,40.7041878,-73.8850515
"4036570039","70-33 68 PLACE","11385",2,2,40.7043163,-73.8845175
"4036580120","69-20 69 PLACE","11385",2,2,40.7056962,-73.8837721
"4030050027","64-44 80 STREET","11379",1,2,40.7182681,-73.8741869
"4030290122","64-06 72 STREET","11379",2,2,40.7157692,-73.8835237
"4029340007","61-02 77 PLACE","11379",1,2,40.7236476,-73.881789
"4029440001","61-25 84 STREET","11379",1,2,40.7266639,-73.8737669
"4033810001","489 FAIRVIEW AVENUE","11385",4,3,40.7087847,-73.9089106
"4029360078","61-33 78 STREET","11379",1,2,40.7235909,-73.8799744
"4023960016","66-33 CLINTON AVENUE","11378",2,2,40.7266025,-73.8977235
"4034160037","1741 STARR STREET","11385",1,2,40.7092262,-73.9193377
"4029380049","61-77 80 STREET","11379",1,2,40.7233742,-73.8775144
"4029380068","61-39 80 STREET","11379",1,2,40.7241736,-73.8781551
"4029400054","61-59 82 STREET","11379",1,2,40.7244679,-73.8761955
"4024010025","67-01 54 AVENUE","11378",2,3,40.7291194,-73.8976258
"4029650013","62-16 79 STREET","11379",1,2,40.7222279,-73.8784472
"4029670019","62-20 81 STREET","11379",2,2,40.7228985,-73.8767107
"4029940021","63-32 83 STREET","11379",2,2,40.7217933,-73.8725243
"4029940052","63-59 82 PLACE","11379",1,2.5,40.7210383,-73.872349
"4024850041","73-49 52 AVENUE","11378",2,2,40.7340626,-73.8886047
"4029990006","84-28 63 ROAD","11379",1,2,40.7230967,-73.8697763
"4030030028","64-42 78 STREET","11379",1,2,40.7175287,-73.8757214
"4030030048","64-07 77 PLACE","11379",2,2,40.7181583,-73.8767159
"4026740003","58-90 MASPETH AVENUE","11378",2,2,40.7229256,-73.9088047
"4026980069","59-31 58 DRIVE","11378",1,2,40.7199572,-73.9070952
"4027110028","61-17 MASPETH AVENUE","11378",2,2,40.7231796,-73.903833
"4027290038","59-36 60 LANE","11378",1,2,40.7180967,-73.9043562
"4027380070","60-67 59 AVENUE","11378",3,3,40.7193757,-73.9043002
"4027660164","64-11 62 AVENUE","11379",1,2,40.7147121,-73.8975686
"4027730075","62-60 MT OLIVET CRESCENT","11379",2,2,40.7133325,-73.8956481
"4028470075","60-15 77 STREET","11379",1,2,40.7246865,-73.8830607
"4028480043","60-42 78 STREET","11379",1,2,40.7242509,-73.881171
"4036820073","71-19 68 STREET","11385",2,2,40.7030514,-73.8849489
"4037160075","78-49 62 STREET","11385",1,2.5,40.6956334,-73.891781
"4037210075","77-15 64 LANE","11385",1,2,40.6979316,-73.8897542
"4037790026","68-08 79 STREET","11379",4,2,40.7108869,-73.8736958
"4029380046","61-74 81 STREET","11379",1,2,40.7234671,-73.8771679
"4030330037","64-27 73 PLACE","11379",1,1,40.7155527,-73.8812154
"4030050013","64-16 80 STREET","11379",1,2,40.7188587,-73.8746583
"4030040055","64-03 78 STREET","11379",1,2,40.7186104,-73.8759899
"4029410036","82-43 61 ROAD","11379",1,2,40.7258977,-73.8759547
"4035220036","61-17 MENAHAN STREET","11385",3,1,40.7112372,-73.9007048
"4035260044","60-48 LINDEN STREET","11385",2,2,40.7091753,-73.900037
"4030330026","64-42 74 STREET","11379",2,2,40.7153023,-73.8805521
"4035810040","60-29 78 AVENUE","11385",3,3,40.6965919,-73.8953497
"4038250001","78-03 75 STREET","11385",2,2,40.7043794,-73.8739931
"4028300033","59-67 69 STREET","11378",1,2.5,40.7216848,-73.8926406
"4028320059","59-41 69 LANE","11378",1,2,40.7232502,-73.8906755
"4029330036","61-62 77 STREET","11379",1,2,40.7220665,-73.8816151
"4029540055","62-43 69 PLACE","11379",2,2,40.7172521,-73.8869734
"4029550008","69-88 62 AVENUE","11379",2,2,40.7187146,-73.8865777
"4029550077","62-03 69 LANE","11379",3,2,40.718575,-73.8869423
"4036040020","64-33 65 LANE","11379",2,2,40.7114396,-73.8937248
"4036240006","65-07 68 AVENUE","11385",2,2,40.7064676,-73.8924487
"4038240085","78-03 74 STREET","11385",2,2,40.7043008,-73.874949
"4027520028","57-55 65 STREET","11378",2,2,40.721664,-73.9000616
"4024910049","73-31 GRAND AVENUE","11378",4,2,40.730127,-73.889019
"4026910146","59-07 MASPETH AVENUE","11378",2,2,40.7234,-73.9081944
"4026940001","57-69 59 STREET","11378",4,1,40.7211958,-73.9080495
"4028260115","58-22 79 STREET","11379",1,2,40.7262441,-73.881669
"4034780004","685 WOODWARD AVENUE","11385",2,2,40.7051728,-73.905702
"4034990005","66-31 FOREST AVENUE","11385",2,2,40.7068638,-73.9027348
"4035320028","67-18 FRESH POND ROAD","11385",2,3,40.705283,-73.8966561
"4035380053","60-81 MYRTLE AVENUE","11385",2,3,40.7009397,-73.8954222
"4027900120","66-60 69 STREET","11379",3,3,40.7130938,-73.8870526
"4030420041","65-55 79 PLACE","11379",2,2,40.7161011,-73.8729176
"4030490002","69-04 66 ROAD","11379",3,3,40.7138895,-73.8867662
"4030560054","72-14 66 ROAD","11379",1,1,40.7139806,-73.8817629
"4030590069","74-15 66 DRIVE","11379",2,2,40.713631,-73.878178
"4036380067","61-15 MYRTLE AVENUE","11385",2,3,40.7010203,-73.8934998
"4037720027","73-38 67 DRIVE","11379",2,2,40.7111656,-73.8775873
"4027400052","59-06 FRESH POND ROAD","11378",2,3,40.7191494,-73.9027277
"4027650052","63-07 62 AVENUE","11379",3,0,40.7144522,-73.8985537
"4034930052","62-76 60 PLACE","11385",2,2,40.711558,-73.9034674
"4038340075","78-63 83 STREET","11385",2,2,40.7037439,-73.8654501
"4034950039","63-46 60 PLACE","11385",2,2,40.7099928,-73.9026941
"4036910041","71-15 73 STREET","11385",2,2,40.7049812,-73.8772055
"4028170137","57-64 79 STREET","11379",2,2,40.7272247,-73.8824465
"4029710003","83-06 62 AVENUE","11379",1,2,40.7245425,-73.8740451
"4030500038","66-74 70 STREET","11379",4,2,40.7126557,-73.8853652
"4035480075","16-59 HANCOCK STREET","11385",3,3,40.6988761,-73.9055125
"4024820060","52-18 72 STREET","11378",2,2,40.733133,-73.892449
"4024950006","53-23 69 STREET","11378",2,2,40.7307286,-73.8953899
"4038140070","77-19 76 STREET","11385",2,2,40.7062867,-73.8737803
"4038230050","78-04 74 STREET","11385",2,2,40.7041724,-73.8754722
"4027980113","70-28 57 ROAD","11378",2,2,40.727006,-73.8916579
"4028290016","59-36 69 PLACE","11378",2,2,40.7228976,-73.8922202
"4024560057","69-21 52 AVENUE","11378",3,3,40.7337229,-73.8951651
"4028380115","60-58 69 PLACE","11378",3,2,40.7205875,-73.8903588
"4029510007","69-06 62 AVENUE","11379",1,2,40.7175341,-73.8891301
"4030400016","65-42 79 STREET","11379",1,2,40.7164022,-73.8746774
"4030500136","66-56 70 STREET","11379",1,1,40.7130949,-73.8853897
"4030530090","66-38 PLEASANTVIEW STREET","11379",2,2,40.7137948,-73.8826289
"4037020021","67-40 MYRTLE AVENUE","11385",1,2,40.701388,-73.884894
"4027460031","60-54 FRESH POND ROAD","11378",2,2,40.7155035,-73.9017807
"4027480039","62-08 FLUSHING AVENUE","11378",2,2,40.7215757,-73.9026953
"4034820021","1932 PUTNAM AVENUE","11385",4,2,40.7042559,-73.9022914
"4035330022","68-02 FRESH POND ROAD","11385",2,3,40.7050057,-73.8965231
"4038620058","88-42 81 AVENUE","11385",2,2,40.7045009,-73.8581053
"4036990048","72-28 66 PLACE","11385",2,2,40.7005888,-73.8871675
"4029780010","69-62 JUNIPER BOULEVARD S","11379",1,1,40.716562,-73.8858274
"4029890064","63-37 78 STREET","11379",2,1,40.7196543,-73.8768141
"4029930053","63-67 DRY HARBOR ROAD","11379",1,2,40.7204602,-73.8732808
"4034290016","17-32 STANHOPE STREET","11385",2,2,40.7062391,-73.9145263
"4034540036","662 ONDERDONK AVENUE","11385",4,2,40.7041343,-73.9079504
"4027640038","62-11 62 AVENUE","11379",1,1,40.7143128,-73.89916
"4037270016","80-32 57 STREET","11385",1,2,40.6926876,-73.8970543
"4028170026","57-42 79 STREET","11379",3,3,40.7277741,-73.8828894
"4036620055","71-19 CENTRAL AVENUE","11385",2,2,40.7050176,-73.8805056
"4028460079","60-53 76 STREET","11379",1,2,40.7233533,-73.8838243
"4036940041","72-11 72 STREET","11385",1,2,40.7027947,-73.8782374
"4037320010","59-02 COOPER AVENUE","11385",2,2,40.6943775,-73.896096
"4036950023","72-34 73 STREET","11385",1,2,40.7030734,-73.8770215
"4029710014","62-24 DRY HARBOR ROAD","11379",2,2,40.7246928,-73.8735181
"4037700001","67-17 73 PLACE","11379",3,2,40.7121497,-73.8789778
"4030330001","73-16 PENELOPE AVENUE","11379",2,1.67,40.7159347,-73.8816512
"4030480024","69-32 JUNIPER VALLEY ROAD","11379",1,2,40.7144512,-73.8857697
"4037940128","69-55 75 STREET","11379",3,3,40.7082295,-73.8758506
"4038290072","79-52 78 AVENUE","11385",2,2,40.7049564,-73.8696314
"4038610014","88-18 UNION TURNPIKE","11385",1,2.5,40.7047549,-73.8593166
"4027450080","60-38 61 STREET","11378",1,1,40.7143951,-73.9023847
"4034840006","68-30 FOREST AVENUE","11385",2,3,40.7028059,-73.9013954
"4025030076","70-09 GRAND AVENUE","11378",2,2,40.7277591,-73.8928509
"4027920001","69-28 GRAND AVENUE","11378",2,3,40.7262372,-73.8943471
"4025050020","53-29 70 STREET","11378",2,2,40.7303151,-73.8935107
"4028370017","60-36 69 PLACE","11378",2,2,40.7211561,-73.8908088
"4029230024","61-28 69 PLACE","11379",2,2,40.7192992,-73.8893184
"4038230032","78-01 73 PLACE","11385",2,2,40.7041536,-73.8758437
"4030390013","65-22 78 STREET","11379",2,2,40.7167545,-73.8756218
"4030490007","69-16 66 ROAD","11379",3,3,40.7138754,-73.886355
"4030530086","66-30 PLEASANTVIEW STREET","11379",2,2,40.7140007,-73.8826502
"4030590031","66-21 74 STREET","11379",3,2,40.7148456,-73.8795609
"4030620035","77-23 66 ROAD","11379",1,2.5,40.7147904,-73.8766103
"4023990078","54-37 66 STREET","11378",1,1,40.7282337,-73.8985688
"4026930008","57-31A 59 STREET","11378",1,2,40.7222115,-73.9081816
"4035330023","68-04 FRESH POND ROAD","11385",2,3,40.7049535,-73.8964943
"4035830015","60-57 COOPER AVENUE","11385",2,2,40.6965688,-73.8941524
"4035860041","75-11 61 STREET","11385",2,2,40.6983058,-73.8936087
"4023690043","54-34 64 STREET","11378",1,2.5,40.7276571,-73.9015499
"4027300004","59-79 60 STREET","11378",2,3,40.7166955,-73.905949
"4025560074","48-29 54 ROAD","11378",1,1,40.7301182,-73.9178512
"4027120040","61-53 GRAND AVENUE","11378",2,2,40.7227338,-73.9024771
"4027430013","61-02 60 AVENUE","11378",1,2,40.7166762,-73.902605
"4027570072","62-27 60 ROAD","11378",2,2,40.7166557,-73.9010611
"4026540092","59-11 59 DRIVE","11378",3,3,40.7176138,-73.907957
"4026700059","57-33 57 ROAD","11378",1,2,40.7225254,-73.913019
"4027640037","62-13 62 AVENUE","11379",2,2,40.7143319,-73.8990734
"4028170027","57-44 79 STREET","11379",2,3,40.7277247,-73.8828497
"4026900043","59-54 56 ROAD","11378",2,2,40.7243458,-73.9067283
"4028240039","76-01 CALDWELL AVENUE","11379",2,1,40.7251156,-73.8840521
"4026910112","59-33 MASPETH AVENUE","11378",1,2,40.7234018,-73.9070579
"4026920028","59-38 MASPETH AVENUE","11378",1,1,40.7229654,-73.9070008
"4029680008","81-16 62 AVENUE","11379",1,2,40.7236198,-73.8761466
"4035120012","60-12 67 AVENUE","11385",4,2,40.7046052,-73.899896
"4038290026","78-52 79 LANE","11385",2,2,40.7037019,-73.8695401
"4038450038","78-05 86 STREET","11385",2,2.5,40.7055853,-73.862882
"4029690016","62-20 82 PLACE","11379",1,2,40.7235884,-73.8750643
"4029820018","63-20 74 STREET","11379",1,2,40.7174037,-73.8821212
"4035250070","60-27 LINDEN STREET","11385",2,2,40.7094423,-73.9008482
"4035550054","1076 CYPRESS AVENUE","11385",1,2,40.6965114,-73.9005753
"4033990012","303 ONDERDONK AVENUE","11385",4,2,40.7090339,-73.9152874
"4038510144","89-19 AUBREY AVENUE","11385",2,2.5,40.7115077,-73.8621772
"4038800061","80-09 MARGARET PLACE","11385",1,2,40.7058219,-73.8565083
"4035780082","1824 SUMMERFIELD STREET","11385",2,2,40.6983212,-73.8985602
"4035960021","75-21 62 STREET","11385",2,2,40.6981018,-73.8926822
"4034590020","1818 WOODBINE STREET","11385",4,2,40.7026289,-73.9063259
"4030060020","80-27 COWLES COURT","11379",1,2,40.719431,-73.8733658
"4036000092","74-23 65 STREET","11385",2,2,40.6994928,-73.8891204
"4036780003","66-06 CENTRAL AVENUE","11385",2,2,40.7025966,-73.8885779
"4036960077","72-23 73 STREET","11385",2,2,40.7034682,-73.8765808
"4037120035","79-28 60 LANE","11385",2,2,40.6954051,-73.8942481
"4037300008","57-18 CLOVER PLACE","11385",3,3,40.69295,-73.8958026
"4037810035","79-46 67 ROAD","11379",1,2,40.7123916,-73.8717812
"4037890003","76-01 69 ROAD","11379",3,2,40.7089234,-73.8753587
"4029680075","62-23 81 STREET","11379",1,2,40.7230021,-73.8761153
"4027380058","58-54 61 STREET","11378",2,2,40.7194932,-73.9036254
"4035180004","60-07 MYRTLE AVENUE","11385",1,3,40.7007445,-73.8980949
"4024990014","54-01 69 STREET","11378",3,2,40.7288894,-73.8952557
"4025050014","53-45 70 STREET","11378",2,2,40.7298896,-73.8934717
"4028280015","59-08 69 PLACE","11378",2,2,40.7235814,-73.8926123
"4024810168","52-50 71 STREET","11378",1,2,40.7321155,-73.8933238
"4029220028","69-38 ELIOT AVENUE","11379",2,2,40.7198212,-73.8898262
"4030390004","65-04 78 STREET","11379",2,2,40.7172486,-73.8756317
"4030490003","69-06 66 ROAD","11379",1,3,40.7138784,-73.8866653
"4030490081","66-32 70 STREET","11379",2,2,40.7137646,-73.8853633
"4030530082","71-30 66 ROAD","11379",1,2,40.7138556,-73.8830184
"4030540125","66-42 71 STREET","11379",2,2,40.7135305,-73.8845088
"4030590062","66-60 75 STREET","11379",1,2,40.7139469,-73.8784046
"4030670020","66-12 79 STREET","11379",1,2,40.7152632,-73.8747444
"4038150036","77-50 79 STREET","11385",1,2,40.7052995,-73.872123
"4030580077","73-05 METROPOLITAN AVENUE","11379",2,2,40.7129348,-73.8791207
"4026350014","60-14 54 PLACE","11378",4,2,40.7149138,-73.9125131
"4027100034","61-03 56 DRIVE","11378",2,2.5,40.7238935,-73.9041999
"4034550009","677 SENECA AVENUE","11385",2,2,40.7033,-73.9080706
"4035870023","59-32 MYRTLE AVENUE","11385",2,3,40.7003112,-73.8985861
"4036000075","65-11 COOPER AVENUE","11385",1,2,40.6988996,-73.8888365
"4037830009","68-03 79 STREET","11379",2,2,40.7109906,-73.8731546
"4026760013","57-28 57 DRIVE","11378",1,2,40.7214849,-73.9127101
"4025220002","54-17 43 STREET","11378",2,2,40.7316955,-73.9244847
"4024910006","53-41 73 STREET","11378",2,2,40.7300759,-73.8901123
"4024000011","66-22 53 DRIVE","11378",1,2,40.7293506,-73.8983939
"4028870038","85-17 60 DRIVE","11379",2,2,40.7289364,-73.8736219
"4026720076","58-04 MASPETH AVENUE","11378",3,2,40.7229115,-73.911828
"4029100044","58-13 83 PLACE","11379",2,2,40.7288366,-73.8777966
"4037790036","78-33 68 ROAD","11379",2,2,40.7106292,-73.8739813
"4027080059","61-33 56 AVENUE","11378",2,2,40.7251442,-73.9030581
"4027480014","58-51 FRESH POND ROAD","11378",2,2,40.7202607,-73.9024122
"4027490041","57-36 64 STREET","11378",2,2,40.7215774,-73.901447
"4033680013","451 GRANDVIEW AVENUE","11385",2,2,40.7107088,-73.908926
"4034220024","302 ONDERDONK AVENUE","11385",4,2,40.708724,-73.9157206
"4029810051","63-35 72 STREET","11379",1,2,40.7169791,-73.882966
"4037880046","68-27 75 STREET","11379",2,2,40.7100036,-73.876749
"4037940043","69-30 76 STREET","11379",2,2,40.7080149,-73.8752991
"4027560042","62-55 60 AVENUE","11378",1,2,40.7177339,-73.9005472
"4034990079","59-19 WOODBINE STREET","11385",2,2,40.7068743,-73.9021865
"4035460021","1628 PUTNAM AVENUE","11385",3,2,40.6987765,-73.9078785
"4038520093","88-18 AUBREY AVENUE","11385",2,2.75,40.710266,-73.8635937
"4038820004","90-39 83 AVENUE","11385",3,2,40.7033177,-73.8535743
"4027620050","62-88 60 DRIVE","11378",2,2,40.7165656,-73.8984207
"4027640016","62-10 ELIOT AVENUE","11379",2,2,40.7151749,-73.8994436
"4035560051","1108 CYPRESS AVENUE","11385",4,2,40.6958685,-73.899837
"4028140093","57-65 75 STREET","11379",1,2,40.7269345,-73.8859179
"4028170045","78-13 58 AVENUE","11379",1,1.5,40.7269996,-73.8824036
"4035780047","1829 DECATUR STREET","11385",4,2,40.698244,-73.898142
"4035810045","60-19 78 AVENUE","11385",1,1,40.6964989,-73.8957105
"4036520007","67-12 70 AVENUE","11385",2,2,40.7045275,-73.8871608
"4036960083","72-15 73 STREET","11385",2,2,40.7037318,-73.8766921
"4037120036","79-30 60 LANE","11385",2,2,40.695353,-73.8942265
"4037140007","61-14 COOPER AVENUE","11385",2,2,40.6971305,-73.8930877
"4030310009","63-67 PLEASANTVIEW STREET","11379",1,2,40.7160367,-73.8821055
"4030370031","65-50 77 STREET","11379",1,2,40.7157766,-73.8774454
"4025030075","70-11 GRAND AVENUE","11378",2,2,40.727792,-73.8927896
"4028320055","59-47A 69 LANE","11378",1,2,40.7230854,-73.8905459
"4029270014","61-20 71 STREET","11379",2,2,40.720609,-73.8870506
"4029540053","62-49 69 PLACE","11379",2,2,40.7170901,-73.886934
"4029540062","62-29 69 PLACE","11379",2,2,40.7176064,-73.8872577
"4029550067","62-27 69 LANE","11379",2,2,40.717979,-73.8865284
"4036010018","64-22 METROPOLITAN AVENUE","11379",2,2,40.7122956,-73.8963531
"4036030001","65-47 ADMIRAL AVENUE","11379",2,2,40.7109707,-73.8942703
"4024990033","54-32 69 PLACE","11378",2,2,40.7281095,-73.8948276
"4027810053","68-05 60 DRIVE","11378",1,1,40.7200681,-73.892618
"4036130020","61-30 PALMETTO STREET","11385",2,2,40.7084972,-73.8967413
"4027850026","67-24 61 ROAD","11379",1,2,40.7177814,-73.8922898
"4030390039","65-43 77 PLACE","11379",1,2,40.7161977,-73.8759728
"4030620032","77-31 66 ROAD","11379",1,2.5,40.7147819,-73.8763758
"4028320006","59-02 70 STREET","11378",1,2,40.7244227,-73.891157
"4028390051","60-71 69 PLACE","11378",1,2,40.7205621,-73.8896301
"4029310031","61-25 75 STREET","11379",3,3,40.7218631,-73.8840794
"4030380060","65-57 77 STREET","11379",1,2,40.7157431,-73.8769079
"4030580024","66-39 73 PLACE","11379",1,1,40.714138,-73.8800889
"4036010026","64-18 65 STREET","11379",2,2,40.7119578,-73.8961552
"4036100042","61-45 LINDEN STREET","11385",2,2,40.7102983,-73.8973661
"4038230069","78-42 74 STREET","11385",2,2,40.703247,-73.8750916
"4025050037","53-40 72 STREET","11378",2,2,40.7301743,-73.892645
"4027810111","68-06 60 DRIVE","11378",1,1,40.7196973,-73.8923264
"4027860066","68-16 61 ROAD","11379",1,2,40.7182196,-73.8912826
"4028090073","57-35 MAZEAU STREET","11378",2,2,40.7274767,-73.890214
"4028290003","69-14 59 ROAD","11378",1,1,40.7226979,-73.8929745
"4028310043","59-59 69 PLACE","11378",1,1,40.7224492,-73.8911386
"4024960037","53-14 72 STREET","11378",3,2,40.7308577,-73.892615
"4024970054","69-13 53 DRIVE","11378",2,2,40.7299268,-73.895034
"4025000001","69-07 GRAND AVENUE","11378",2,3,40.7262132,-73.8951805
"4025000003","55-49 69 STREET","11378",2,3,40.7263533,-73.8952128
"4025000006","55-47 69 STREET","11378",2,3,40.7264191,-73.8951838
"4025000013","55-31 69 STREET","11378",2,2,40.7268912,-73.8951831
"4025000045","55-28 69 PLACE","11378",2,2,40.7269815,-73.8948329
"4025000046","55-32 69 PLACE","11378",1,2.5,40.7268991,-73.8948186
"4025000050","69-29 GRAND AVENUE","11378",4,3,40.7266601,-73.8946386
"4025000055","69-25 GRAND AVENUE","11378",2,2,40.7265615,-73.8947795
"4025000056","69-23 GRAND AVENUE","11378",2,3,40.7265258,-73.8948373
"4025000057","69-21 GRAND AVENUE","11378",2,3,40.7264929,-73.8948914
"4025000058","69-19 GRAND AVENUE","11378",2,3,40.7264601,-73.8949492
"4025000059","69-17 GRAND AVENUE","11378",2,3,40.7264244,-73.895007
"4025000060","69-15 GRAND AVENUE","11378",2,3,40.7263888,-73.8950648
"4025000061","69-13 GRAND AVENUE","11378",2,3,40.7263065,-73.8950685
"4025000062","69-11 GRAND AVENUE","11378",2,3,40.7262708,-73.8951227
"4025010026","55-14 69 LANE","11378",2,2,40.7274085,-73.8936308
"4025010035","69-55 GRAND AVENUE","11378",4,3,40.7271425,-73.8938261
"4025010037","69-53 GRAND AVENUE","11378",4,3,40.7270904,-73.8939128
"4027960002","69-56 GRAND AVENUE","11378",2,3,40.726703,-73.8935273
"4027970008","70-12 GRAND AVENUE","11378",2,2,40.727391,-73.8924619
"4027970009","70-14 GRAND AVENUE","11378",2,2,40.7274211,-73.8924041
"4027970010","70-16 GRAND AVENUE","11378",2,2,40.7274513,-73.8923427
"4028410013","60-16 71 STREET","11378",1,1,40.7227158,-73.8887283
"4027970011","70-18 GRAND AVENUE","11378",2,2,40.7274841,-73.8922849
"4027970012","70-20 GRAND AVENUE","11378",2,2,40.7275143,-73.8922236
"4027970016","71-00 GRAND AVENUE","11378",4,3,40.7276184,-73.8920141
"4027970017","71-02 GRAND AVENUE","11378",4,3,40.7276485,-73.8919527
"4027970018","71-04 GRAND AVENUE","11378",4,3,40.7276786,-73.891895
"4030540029","66-54 71 STREET","11379",2,2,40.7132313,-73.8845309
"4030580001","66-85 73 PLACE","11379",2,3,40.7130777,-73.8792395
"4030650013","74-02 66 DRIVE","11379",2,2,40.71317,-73.8782942
"4030650014","74-04 66 DRIVE","11379",2,2,40.7132001,-73.8782365
"4030650015","74-08 66 DRIVE","11379",2,2,40.7132193,-73.8781679
"4030650016","74-10 66 DRIVE","11379",2,2,40.7132494,-73.8781029
"4030650017","74-12 66 DRIVE","11379",2,2,40.7132768,-73.8780415
"4030650018","74-16 66 DRIVE","11379",2,2,40.7132794,-73.8779333
"4030650019","74-18 66 DRIVE","11379",2,2,40.713315,-73.8778539
"4025010038","69-51 GRAND AVENUE","11378",4,3,40.7270548,-73.8939669
"4025010039","69-49 GRAND AVENUE","11378",2,3,40.7270219,-73.8940247
"4025010040","69-47 GRAND AVENUE","11378",2,3,40.7269863,-73.8940789
"4025010041","69-45 GRAND AVENUE","11378",2,3,40.7269506,-73.8941367
"4025010042","69-43 GRAND AVENUE","11378",2,3,40.7269177,-73.8941908
"4025010043","69-41 GRAND AVENUE","11378",2,3,40.7268134,-73.8941766
"4025010044","69-35 GRAND AVENUE","11378",2,3,40.7267806,-73.8942776
"4025010143","55-29 69 PLACE","11378",2,3,40.7269151,-73.8942846
"4025030001","69-79 GRAND AVENUE","11378",2,3,40.727603,-73.8931543
"4025030002","69-77 GRAND AVENUE","11378",2,3,40.7275646,-73.8932337
"4025030071","70-19 GRAND AVENUE","11378",2,2,40.7279126,-73.8925512
"4025030072","70-17 GRAND AVENUE","11378",2,2,40.7278824,-73.8926126
"4025030073","70-15 GRAND AVENUE","11378",2,2,40.7278523,-73.8926704
"4025030074","70-13 GRAND AVENUE","11378",2,2,40.7278222,-73.8927318
"4030660002","75-59 METROPOLITAN AVENUE","11379",4,3,40.7133179,-73.8754118
"4030660003","75-57 METROPOLITAN AVENUE","11379",4,3,40.7133125,-73.8754912
"4030660004","75-55 METROPOLITAN AVENUE","11379",5,3,40.7133098,-73.8755633
"4030660005","75-53 METROPOLITAN AVENUE","11379",2,3,40.7132742,-73.8756355
"4030660006","75-51 METROPOLITAN AVENUE","11379",2,3,40.7133209,-73.8757004
"4030660007","75-49 METROPOLITAN AVENUE","11379",1,2,40.7133375,-73.8758086
"4030660008","75-47 METROPOLITAN AVENUE","11379",2,2,40.7133321,-73.8759096
"4027900038","67-59 METROPOLITAN AVENUE","11379",2,3,40.7123305,-73.8867364
"4027910001","69-02 GRAND AVENUE","11378",2,3,40.7258097,-73.8950657
"4027910002","69-04 GRAND AVENUE","11378",2,3,40.7258233,-73.8949935
"4027920002","69-30 GRAND AVENUE","11378",3,3,40.7262701,-73.8942821
"4027920003","69-32 GRAND AVENUE","11378",2,3,40.7263029,-73.8942207
"4027920004","69-34 GRAND AVENUE","11378",2,3,40.7263331,-73.8941629
"4027920005","69-36 GRAND AVENUE","11378",2,3,40.7263632,-73.8941051
"4027920006","69-38 GRAND AVENUE","11378",2,3,40.7264181,-73.8940581
"4027920007","69-42 GRAND AVENUE","11378",2,3,40.7264482,-73.8940004
"4027920008","69-44 GRAND AVENUE","11378",2,3,40.7264811,-73.893939
"4027920009","69-46 GRAND AVENUE","11378",2,3,40.7265112,-73.8938812
"4027920010","69-48 GRAND AVENUE","11378",2,3,40.7265414,-73.8938198
"4027960001","69-54 GRAND AVENUE","11378",2,3,40.7266702,-73.8935887
"4030690158","66-82 79 PLACE","11379",3,3,40.7135681,-73.8733228
"4030700055","66-48 80 STREET","11379",2,2,40.7149859,-73.8722127
"4030700066","66-56 80 STREET","11379",2,2,40.7143957,-73.8721308
"4030700074","66-86 80 STREET","11379",2,2,40.7138604,-73.8720958
"4030700086","79-45 METROPOLITAN AVENUE","11379",2,3,40.713504,-73.8724211
"4030700087","79-45 METROPOLITAN AVENUE","11379",2,3,40.7135013,-73.8725149
"4030700088","79-43 METROPOLITAN AVENUE","11379",2,3,40.7135014,-73.8725943
"4027970019","71-06 GRAND AVENUE","11378",4,3,40.7277088,-73.8918336
"4027970020","71-08 GRAND AVENUE","11378",4,3,40.7277389,-73.8917722
"4027970021","71-10 GRAND AVENUE","11378",4,3,40.7277691,-73.8917144
"4027970022","71-12 GRAND AVENUE","11378",4,3,40.7278019,-73.891653
"4027970024","71-14 GRAND AVENUE","11378",4,3,40.7278321,-73.8915917
"4027970123","71-16 GRAND AVENUE","11378",4,3,40.7278622,-73.8915303
"4027970130","57-10 MAZEAU STREET","11378",2,3,40.7279496,-73.8911116
