bbl,star
"4023960007","false"
"4023960008","false"
"4023960009","false"
"4023960010","true"
"4023960012","false"
"4023960013","true"
"4023960015","false"
"4023960016","false"
"4023960018","false"
"4023960019","true"
"4023960021","false"
"4023960022","false"
"4023960024","false"
"4023960027","true"
"4023960028","false"
"4023960032","true"
"4023960034","false"
"4023960035","false"
"4023960037","true"
"4023960040","true"
"4023960041","true"
"4023960043","true"
"4023960044","false"
"4023960046","true"
"4023960047","false"
"4023960049","false"
"4023960050","true"
"4023960052","true"
"4023960053","false"
"4023960055","false"
"4023960056","true"
"4023960058","false"
"4023960059","true"
"4023960061","false"
"4023960062","true"
"4023960064","false"
"4023960066","true"
"4023960067","false"
"4023960068","false"
"4023960069","true"
"4023960071","true"
"4023960073","true"
"4023960075","true"
"4023960130","true"
"4023970001","true"
"4023970003","false"
"4023970004","false"
"4023970006","false"
"4023970007","false"
"4023970009","false"
"4023970010","true"
"4023970012","true"
"4023970013","false"
"4023970015","false"
"4023970017","false"
"4023970019","true"
"4023970021","true"
"4023970022","true"
"4023970024","false"
"4023970025","false"
"4023970027","false"
"4023970028","false"
"4023970030","true"
"4023970031","false"
"4023970033","false"
"4023970036","true"
"4023970040","false"
"4023970041","false"
"4023970043","false"
"4023970044","false"
"4023970046","true"
"4023970047","false"
"4023970049","false"
"4023970050","false"
"4023970052","false"
"4023970053","true"
"4023970055","false"
"4023970056","true"
"4023970058","false"
"4023970059","false"
"4023970061","false"
"4023970064","false"
"4023970066","true"
"4023970069","false"
"4023970073","false"
"4023970074","false"
"4023970075","false"
"4023970077","false"
"4023970118","false"
"4023980001","true"
"4023980003","true"
"4023980004","false"
"4023980007","false"
"4023980009","false"
"4023980010","true"
"4023980012","false"
"4023980013","true"
"4023980015","true"
"4023980016","true"
"4023980018","false"
"4023980019","false"
"4023980021","true"
"4023980022","false"
"4023980023","false"
"4023980024","false"
"4023980025","false"
"4023980026","true"
"4023980027","false"
"4023980028","true"
"4023980030","true"
"4023980031","true"
"4023980032","false"
"4023980033","true"
"4023980035","false"
"4023980037","true"
"4023980039","false"
"4023980042","false"
"4023980053","false"
"4023980054","true"
"4023980055","true"
"4023980058","true"
"4023980059","false"
"4023980062","false"
"4023980066","true"
"4023980067","true"
"4023980075","false"
"4023980077","false"
"4023980082","false"
"4023980083","false"
"4023980085","true"
"4023980086","false"
"4023990001","false"
"4023990003","false"
"4023990004","false"
"4023990006","false"
"4023990007","true"
"4023990009","true"
"4023990010","false"
"4023990012","true"
"4023990013","false"
"4023990016","true"
"4023990018","false"
"4023990019","false"
"4023990021","false"
"4023990023","false"
"4023990024","false"
"4023990026","false"
"4023990027","false"
"4023990029","true"
"4023990032","true"
"4023990033","true"
"4023990036","false"
"4023990037","true"
"4023990038","false"
"4023990040","false"
"4023990041","false"
"4023990043","true"
"4023990044","true"
"4023990046","false"
"4023990047","true"
"4023990049","false"
"4023990051","false"
"4023990052","false"
"4023990053","true"
"4023990054","false"
"4023990058","false"
"4023990059","true"
"4023990061","true"
"4023990064","false"
"4023990065","false"
"4023990068","true"
"4023990069","false"
"4023990073","true"
"4023990075","true"
"4023990076","true"
"4023990078","false"
"4023990080","false"
"4023990083","false"
"4023990084","false"
"4023990086","false"
"4024000001","false"
"4024000002","false"
"4024000003","false"
"4024000004","false"
"4024000005","true"
"4024000006","false"
"4024000007","true"
"4024000008","false"
"4024000009","false"
"4024000011","false"
"4024000012","false"
"4024000013","false"
"4024000015","true"
"4024000017","false"
"4024000020","false"
"4024000022","false"
"4024000024","false"
"4024000025","false"
"4024000026","true"
"4024000027","true"
"4024000028","false"
"4024000029","true"
"4024000031","false"
"4024000033","false"
"4024000034","true"
"4024000035","true"
"4024000037","true"
"4024000038","true"
"4024000039","false"
"4024010001","false"
"4024010002","true"
"4024010004","false"
"4024010005","true"
"4024010007","false"
"4024010008","false"
"4024010010","true"
"4024010011","false"
"4024010014","true"
"4024010017","false"
"4024010020","true"
"4024010021","false"
"4024010023","false"
"4024010025","false"
"4024020001","true"
"4024020002","false"
"4024020004","true"
"4024020005","false"
"4024020007","false"
"4024020009","false"
"4024020015","true"
"4024020016","false"
"4024020018","true"
"4024020019","false"
"4024020021","false"
"4024020022","true"
"4024020024","true"
"4024020026","false"
"4024020028","true"
"4024020031","false"
"4024020032","false"
"4024020034","false"
"4024030001","false"
"4024030002","true"
"4024030003","false"
"4024030004","false"
"4024030006","true"
"4024030008","false"
"4024030009","true"
"4024030011","false"
"4024030013","true"
"4024030014","false"
"4024030018","true"
"4024030019","false"
"4024030022","true"
"4024030023","false"
"4024030025","false"
"4024030028","false"
"4024030031","false"
"4024030034","true"
"4024030035","false"
"4024030036","false"
"4024030037","true"
"4024030038","true"
"4024030040","true"
"4024030041","false"
"4024030042","true"
"4024030043","true"
"4024030044","true"
"4024030045","true"
"4024030046","false"
"4024030047","true"
"4024030048","true"
"4024030049","true"
"4024030050","false"
"4024040002","true"
"4024040004","true"
"4024040005","true"
"4024040007","false"
"4024040008","false"
"4024040009","true"
"4024040010","true"
"4024040013","false"
"4024040015","true"
"4024040016","true"
"4024040017","false"
"4024040018","false"
"4024040019","false"
"4024040020","true"
"4024040021","false"
"4024040022","true"
"4024040024","true"
"4024040025","false"
"4024040027","false"
"4024040028","false"
"4024040030","false"
"4024040032","false"
"4024040033","false"
"4024040034","false"
"4024040036","true"
"4024040039","true"
"4024040117","false"
"4024040217","false"
"4024050001","false"
"4024050002","false"
"4024050004","false"
"4024050005","true"
"4024050007","false"
"4024050008","false"
"4024050009","true"
"4024050011","true"
"4024050012","false"
"4024050013","true"
"4024050014","false"
"4024050015","false"
"4024050020","false"
"4024050023","true"
"4024050024","false"
"4024050025","true"
"4024050026","false"
"4024050028","false"
"4024050029","true"
"4024050030","false"
"4024050032","true"
"4024050034","true"
"4024050037","false"
"4024050038","false"
"4024050040","false"
"4024050042","false"
"4024050044","false"
"4024050046","true"
"4024050049","false"
"4024050050","true"
"4024060001","false"
"4024060002","true"
"4024060004","true"
"4024060005","true"
"4024060006","true"
"4024060007","false"
"4024060008","true"
"4024060010","true"
"4024060012","false"
"4024060013","false"
"4024060015","true"
"4024060016","false"
"4024060018","false"
"4024060020","true"
"4024060021","true"
"4024060024","false"
"4024060025","false"
"4024060026","false"
"4024060028","true"
"4024060030","false"
"4024060033","true"
"4024060034","false"
"4024060037","false"
"4024060038","false"
"4024060039","false"
"4024060041","true"
"4024060044","false"
"4024060045","true"
"4024060046","false"
"4024060048","false"
"4024060050","true"
"4024060052","false"
"4024060053","false"
"4024060054","true"
"4024060055","true"
"4024060056","true"
"4024060058","true"
"4024060059","false"
"4024070001","false"
"4024070003","true"
"4024070005","true"
"4024070008","true"
"4024070012","false"
"4024070014","false"
"4024070015","false"
"4024070017","true"
"4024070018","true"
"4024070020","true"
"4024070022","false"
"4024070024","false"
"4024070025","true"
"4024070026","false"
"4024070027","false"
"4024070029","false"
"4024070030","true"
"4024070031","true"
"4024070032","false"
"4024070035","false"
"4024070036","true"
"4024070038","true"
"4024070039","false"
"4024070041","true"
"4024070042","false"
"4024080001","true"
"4024080002","false"
"4024080003","false"
"4024080004","false"
"4024080005","true"
"4024080006","true"
"4024080007","true"
"4024080008","false"
"4024080010","false"
"4024080012","true"
"4024080014","true"
"4024080015","true"
"4024080016","false"
"4024080018","true"
"4024080019","false"
"4024080021","true"
"4024080023","false"
"4024080024","false"
"4024080026","false"
"4024080027","false"
"4024080029","false"
"4024080030","true"
"4024080031","true"
"4024080033","false"
"4024080035","false"
"4024080037","false"
"4024080038","true"
"4024080039","false"
"4024080041","false"
"4024080042","false"
"4024080043","false"
"4024080045","false"
"4024080046","true"
"4024080048","false"
"4024080049","true"
"4024080050","true"
"4024080051","false"
"4024080052","true"
"4024080054","true"
"4024080055","true"
"4024080056","false"
"4024080057","false"
"4024080058","false"
"4024080108","true"
"4024090001","true"
"4024090002","false"
"4024090005","false"
"4024090006","false"
"4024090007","true"
"4024090008","false"
"4024090009","false"
"4024090010","false"
"4024090011","false"
"4024090012","false"
"4024090014","false"
"4024090016","true"
"4024090018","false"
"4024090019","true"
"4024090021","false"
"4024090022","false"
"4024090023","false"
"4024090025","false"
"4024090026","false"
"4024090029","false"
"4024090031","false"
"4024090032","true"
"4024090034","true"
"4024090035","false"
"4024090037","true"
"4024090038","true"
"4024100001","false"
"4024100002","true"
"4024100003","true"
"4024100004","false"
"4024100005","true"
"4024100009","false"
"4024100011","true"
"4024100012","true"
"4024100013","true"
"4024100014","false"
"4024100016","false"
"4024100017","false"
"4024100018","false"
"4024100019","true"
"4024100022","true"
"4024100026","false"
"4024100029","false"
"4024100031","true"
"4024100032","false"
"4024100034","false"
"4024100035","true"
"4024100036","true"
"4024100037","true"
"4024100040","false"
"4024100041","false"
"4024100042","false"
"4024100043","true"
"4024100048","false"
"4024100049","false"
"4024100050","true"
"4024100051","true"
"4024100054","false"
"4024100058","true"
"4024100059","false"
"4024100060","true"
"4024100061","true"
"4024100062","false"
"4024100063","true"
"4024100064","true"
"4024100065","false"
"4024100066","false"
"4024100067","true"
"4024100068","true"
"4024100070","false"
"4024100073","true"
"4024100077","true"
"4024100079","true"
"4024100080","true"
"4024100084","true"
"4024100085","false"
"4024100087","true"
"4024100088","false"
"4024100090","true"
"4024100111","true"
"4024100112","true"
"4024100113","true"
"4024100114","true"
"4024100115","false"
"4024100116","false"
"4024100117","false"
"4024100118","true"
"4024100119","true"
"4024100120","true"
"4024100122","false"
"4024100123","false"
"4024100124","false"
"4024100214","false"
"4024110001","true"
"4024110002","false"
"4024110003","true"
"4024110004","false"
"4024110005","true"
"4024110006","true"
"4024110007","true"
"4024110009","true"
"4024110010","false"
"4024110011","true"
"4024110012","true"
"4024110014","true"
"4024110015","false"
"4024110016","false"
"4024110020","false"
"4024110021","false"
"4024110022","false"
"4024110024","true"
"4024110025","true"
"4024120001","false"
"4024120003","false"
"4024120004","false"
"4024120006","true"
"4024120007","false"
"4024120008","false"
"4024120010","false"
"4024120013","false"
"4024120015","false"
"4024120016","true"
"4024120017","false"
"4024120019","false"
"4024120021","false"
"4024120023","false"
"4024120024","false"
"4024120025","false"
"4024120026","false"
"4024120027","false"
"4024120028","true"
"4024120029","false"
"4024120031","false"
"4024120032","true"
"4024120033","false"
"4024120037","true"
"4024120038","true"
"4024120039","false"
"4024120041","false"
"4024120042","false"
"4024120043","true"
"4024120044","false"
"4024120045","true"
"4024120047","false"
"4024120048","true"
"4024120050","false"
"4024120051","true"
"4024120052","true"
"4024120054","false"
"4024120115","false"
"4024130001","false"
"4024130002","true"
"4024130003","true"
"4024130007","true"
"4024130008","false"
"4024130009","true"
"4024130010","false"
"4024130011","false"
"4024130013","false"
"4024210001","true"
"4024210002","false"
"4024210003","true"
"4024210005","true"
"4024210007","false"
"4024210009","false"
"4024210012","false"
"4024210015","true"
"4024210018","false"
"4024210049","false"
"4024210051","true"
"4024210052","true"
"4024210053","true"
"4024210054","false"
"4024560057","false"
"4024560059","false"
"4024560061","true"
"4024560158","false"
"4024580001","false"
"4024580046","false"
"4024580048","false"
"4024580049","false"
"4024580050","true"
"4024580051","true"
"4024620035","false"
"4024620036","true"
"4024620037","false"
"4024620038","true"
"4024620039","true"
"4024620040","true"
"4024630001","false"
"4024630002","true"
"4024630003","false"
"4024630004","false"
"4024630005","false"
"4024630022","true"
"4024630023","true"
"4024630024","false"
"4024630025","false"
"4024630123","true"
"4024630126","true"
"4024630127","false"
"4024780002","true"
"4024780004","false"
"4024780005","false"
"4024780007","false"
"4024780010","true"
"4024780011","false"
"4024780014","false"
"4024780017","false"
"4024780018","false"
"4024780020","false"
"4024780023","false"
"4024780029","false"
"4024780032","true"
"4024780035","true"
"4024780037","true"
"4024780038","true"
"4024780040","false"
"4024780041","false"
"4024780043","false"
"4024780044","true"
"4024780046","true"
"4024780047","true"
"4024780049","false"
"4024780050","false"
"4024780052","true"
"4024780054","true"
"4024790001","false"
"4024790002","false"
"4024790003","true"
"4024790004","true"
"4024790005","true"
"4024790006","false"
"4024790007","true"
"4024790008","true"
"4024790009","false"
"4024790010","false"
"4024790011","false"
"4024790012","false"
"4024790014","false"
"4024790016","false"
"4024790017","false"
"4024790019","false"
"4024790021","true"
"4024790023","false"
"4024790026","false"
"4024790030","false"
"4024790032","false"
"4024790034","false"
"4024790036","false"
"4024790037","false"
"4024790039","false"
"4024790041","true"
"4024790043","false"
"4024790045","false"
"4024790048","true"
"4024790115","false"
"4024790215","false"
"4024800001","false"
"4024800002","true"
"4024800003","true"
"4024800004","true"
"4024800006","false"
"4024800007","true"
"4024800008","true"
"4024800011","false"
"4024800013","false"
"4024800016","false"
"4024800020","true"
"4024800021","true"
"4024800022","true"
"4024800023","false"
"4024800024","true"
"4024800025","false"
"4024800026","true"
"4024800031","true"
"4024800032","false"
"4024800033","false"
"4024800034","false"
"4024800035","true"
"4024800036","false"
"4024800037","false"
"4024800038","false"
"4024800039","true"
"4024800040","false"
"4024800041","true"
"4024800042","true"
"4024800043","true"
"4024800044","false"
"4024800045","false"
"4024800047","false"
"4024800048","true"
"4024800049","false"
"4024800050","true"
"4024800051","false"
"4024800052","false"
"4024800055","true"
"4024800056","true"
"4024800058","false"
"4024800062","true"
"4024800064","false"
"4024800066","true"
"4024800129","false"
"4024800130","false"
"4024800146","false"
"4024810001","false"
"4024810002","true"
"4024810003","false"
"4024810004","false"
"4024810005","true"
"4024810006","true"
"4024810007","true"
"4024810008","false"
"4024810009","true"
"4024810010","false"
"4024810011","true"
"4024810012","true"
"4024810013","false"
"4024810014","false"
"4024810015","false"
"4024810016","true"
"4024810017","false"
"4024810018","false"
"4024810020","true"
"4024810021","true"
"4024810023","false"
